"","Variable","influence"
"68","VIREONIDAE",0
"69","CRACTICIDAE",0
"70","LANIIDAE",0
"71","CORCORACIDAE",0
"72","CONOPOPHAGIDAE",0
"73","COLLURICINCLIDAE",0
"74","COEREBIDAE",0
"75","CNEMOPHILIDAE",0
"76","CLIMACTERIDAE",0
"77","CINCLIDAE",0
"78","CINCLOSOMATIDAE",0
"79","MIMIDAE",0
"80","CHLOROPSEIDAE",0
"81","FORMICARIIDAE",0
"82","DICRURIDAE",0
"83","MOHOIDAE",0
"84","CERTHIIDAE",0
"85","TROGLODYTIDAE",0
"86","DENDROCOLAPTIDAE",0
"87","CAMPEPHAGIDAE",0
"88","EURYLAIMIDAE",0
"89","CALLAEATIDAE",0
"90","FRINGILLIDAE",0
"91","MUSCICAPIDAE",0
"92","BOMBYCILLIDAE",0
"93","PLATYSTEIRIDAE",0
"94","THAMNOPHILIDAE",0
"95","PARULIDAE",0
"96","PARIDAE",0
"97","ATRICHORNITHIDAE",0
"98","PARADISAEIDAE",0
"99","ARTAMIDAE",0
"100","VANGIDAE",0
"101","MONARCHIDAE",0
"102","CORVIDAE",0
"103","ZOSTEROPIDAE",0
"104","CISTICOLIDAE",0
"105","PIPRIDAE",0
"106","MOTACILLIDAE",0
"107","REMIZIDAE",0
"108","VIDUIDAE",0
"109","THRAUPIDAE",0
"110","EUPETIDAE",0
"111","MALURIDAE",0
"112","COTINGIDAE",0
"113","PLOCEIDAE",0
"114","CARDINALIDAE",0
"115","PETROICIDAE",0
"116","HIRUNDINIDAE",0
"117","PYCNONOTIDAE",0
"118","PACHYCEPHALIDAE",0
"119","ALAUDIDAE",0
"120","PTILONORHYNCHIDAE",0
"121","TYRANNIDAE",0
"122","ICTERIDAE",0
"123","NECTARINIIDAE",0
"124","AEGITHINIDAE",0
"125","AEGITHALIDAE",0
"126","TIMALIIDAE",0
"127","RHINOCRYPTIDAE",0
"128","FURNARIIDAE",0
"129","STURNIDAE",0
"130","ACANTHIZIDAE",0
"131","ACANTHISITTIDAE",0
"132","EMBERIZIDAE",0
"133","MELIPHAGIDAE",0
"134","SYLVIIDAE",0
"135","THYROPTERIDAE",0
"136","TAPIRIDAE",0
"137","SOLENODONTIDAE",0
"138","CEBIDAE",0
"139","RHINOPOMATIDAE",0
"140","HOMINIDAE",0
"141","NYCTERIDAE",0
"142","NOCTILIONIDAE",0
"143","MYZOPODIDAE",0
"144","MYSTACINIDAE",0
"145","MOSCHIDAE",0
"146","MORMOOPIDAE",0
"147","TRAGULIDAE",0
"148","GIRAFFIDAE",0
"149","EQUIDAE",0
"150","CRASEONYCTERIDAE",0
"151","TALPIDAE",0
"152","HIPPOPOTAMIDAE",0
"153","CERCOPITHECIDAE",0
"154","NATALIDAE",0
"155","RHINOCEROTIDAE",0
"156","TAYASSUIDAE",0
"157","MEGADERMATIDAE",0
"158","CAMELIDAE",0
"159","CALLITRICHIDAE",0
"160","EMBALLONURIDAE",0
"161","MOLOSSIDAE",0
"162","ERINACEIDAE",0
"163","ANTILOCAPRIDAE",0
"164","SORICIDAE",0
"165","FURIPTERIDAE",0
"166","PHYLLOSTOMIDAE",0
"167","ATELIDAE",0
"168","CERVIDAE",0
"169","BOVIDAE",0
"170","Crops_majority",0
